07:08:28 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:15:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:07 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:15:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:10 PM     all      0.25      0.00      0.00      0.00      0.00     99.75
07:15:11 PM     all      0.06      0.00      0.06      0.00      0.00     99.88
07:15:12 PM     all      0.00      0.00      0.00      0.12      0.00     99.88
07:15:13 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:15:14 PM     all      0.06      0.00      0.06      0.00      0.00     99.88
07:15:15 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:15:16 PM     all      0.06      0.00      0.06      0.00      0.00     99.88
07:15:17 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:15:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:22 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:15:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:24 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:25 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:15:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:27 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:15:28 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:15:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:30 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:15:31 PM     all      0.12      0.00      0.06      0.00      0.00     99.81
07:15:32 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:15:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:37 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:15:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:40 PM     all      0.12      0.00      0.00      0.00      0.00     99.88
07:15:41 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:15:42 PM     all      0.00      0.00      0.00      0.12      0.00     99.88
07:15:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:44 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:15:45 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:47 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:15:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:50 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:52 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:15:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:57 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:15:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:15:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:00 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:16:01 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:02 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:16:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:05 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:07 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:16:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:10 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:16:11 PM     all      0.12      0.00      0.00      0.00      0.00     99.88
07:16:12 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:16:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:14 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:15 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:16 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:16:17 PM     all      0.00      0.00      0.06      0.06      0.00     99.88
07:16:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:22 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:16:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:24 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:25 PM     all      0.12      0.00      0.00      0.00      0.00     99.88
07:16:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:27 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:16:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:30 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:31 PM     all      0.06      0.00      0.12      0.00      0.00     99.81
07:16:32 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:16:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:34 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:16:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:37 PM     all      0.00      0.00      0.00      0.12      0.00     99.88
07:16:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:40 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:16:41 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:16:42 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:16:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:44 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:45 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:46 PM     all      0.06      0.00      0.06      0.00      0.00     99.88
07:16:47 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:16:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:50 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:52 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:16:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:57 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:16:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:16:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:00 PM     all      0.19      0.00      0.06      0.00      0.00     99.75
07:17:01 PM     all      0.25      0.00      0.50      0.00      0.00     99.25
07:17:02 PM     all      0.00      0.00      0.00      0.12      0.00     99.88
07:17:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:05 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:10 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:17:11 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:17:12 PM     all      0.00      0.00      0.12      0.12      0.00     99.75
07:17:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:14 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:17:15 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:17:16 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:17:17 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:17:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:22 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:17:23 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:17:24 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:25 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
07:17:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:27 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:17:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:30 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:31 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:32 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:17:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:37 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:17:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:40 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:17:41 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:17:42 PM     all      0.06      0.00      0.00      0.06      0.00     99.87
07:17:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:44 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:45 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:47 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:17:48 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:17:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:50 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:52 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:17:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:57 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:17:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:17:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:00 PM     all      0.19      0.00      0.00      0.00      0.00     99.81
07:18:01 PM     all      0.06      0.00      0.44      0.00      0.00     99.50
07:18:02 PM     all      0.00      0.00      0.00      0.12      0.00     99.88
07:18:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:05 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:10 PM     all      0.19      0.00      0.00      0.00      0.00     99.81
07:18:11 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:12 PM     all      0.25      0.00      0.06      0.13      0.00     99.56
07:18:13 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:18:14 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:15 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:17 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:18:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:20 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:18:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:22 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:24 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:18:25 PM     all      0.06      0.00      0.00      0.06      0.00     99.88
07:18:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:30 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:31 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
07:18:32 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:39 PM     all      0.00      0.00      0.12      0.00      0.00     99.88
07:18:40 PM     all      0.06      0.00      0.00      0.06      0.00     99.87
07:18:41 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:18:42 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:43 PM     all     12.93      0.00     26.06      0.00      0.00     61.01
07:18:44 PM     all      8.57      0.00     16.02      0.00      0.00     75.41
07:18:45 PM     all      0.06      0.00      0.19      0.00      0.00     99.75
07:18:46 PM     all      0.06      0.00      0.06      0.00      0.00     99.88
07:18:47 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:18:48 PM     all      0.13      0.00      0.00      0.00      0.00     99.87
07:18:49 PM     all      0.12      0.00      0.00      0.00      0.00     99.88
07:18:50 PM     all      0.00      0.00      0.06      0.06      0.00     99.87
07:18:51 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:18:52 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:18:53 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
07:18:54 PM     all      0.56      0.00      0.00      0.00      0.00     99.44
07:18:55 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:18:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:18:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:00 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:19:01 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:19:02 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:05 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:10 PM     all      0.12      0.00      0.00      0.00      0.00     99.88
07:19:11 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:12 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:14 PM     all      0.25      0.00      0.12      0.00      0.00     99.63
07:19:15 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:19:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:17 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:19 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:19:20 PM     all      0.00      0.00      0.06      0.12      0.00     99.81
07:19:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:22 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:24 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:19:25 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:19:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:30 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:31 PM     all      0.19      0.00      0.12      0.00      0.00     99.69
07:19:32 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:39 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:19:40 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:19:41 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:19:42 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:44 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:45 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:47 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:19:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:49 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:19:50 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:51 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:19:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:55 PM     all      0.00      0.00      0.06      0.06      0.00     99.88
07:19:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:19:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:00 PM     all      0.12      0.00      0.50      0.06      0.00     99.32
07:20:01 PM     all      0.31      0.00      0.06      0.00      0.00     99.63
07:20:02 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:20:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:05 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:10 PM     all      0.25      0.00      0.00      0.06      0.00     99.69
07:20:11 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:12 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:14 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:20:15 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:20:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:17 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:19 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:20:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:21 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:20:22 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:24 PM     all      0.12      0.00      0.00      0.00      0.00     99.88
07:20:25 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:30 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:31 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:32 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:39 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:20:40 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:41 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:20:42 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:44 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:45 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:20:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:47 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:49 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:20:50 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:20:51 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:20:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:00 PM     all      0.06      0.00      0.31      0.00      0.00     99.62
07:21:01 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:21:02 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:05 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:10 PM     all      0.19      0.00      0.00      0.00      0.00     99.81
07:21:11 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:12 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:14 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:15 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:21:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:17 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:21:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:20 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:21:21 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:22 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:24 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:21:25 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:29 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:30 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:31 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:32 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:39 PM     all      0.12      0.00      0.00      0.00      0.00     99.88
07:21:40 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:21:41 PM     all      0.06      0.00      0.00      0.00      0.00     99.94
07:21:42 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
07:21:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
